Source,Target,signal
ITGB6,ITGB8,a
ITGB6,ITGB1,a
ITGB6,ITGB7,a
ITGB6,ITGB5,a
ITGB6,ITGB4,a
ITGB6,ITGB3,a
ITGB7,ITGB6,a
ITGB7,ITGB8,a
ITGB7,ITGB1,a
ITGB7,ITGB5,a
ITGB7,ITGB4,a
ITGB7,ITGB3,a
ITGB8,ITGB6,a
ITGB8,ITGB1,a
ITGB8,ITGB7,a
ITGB8,ITGB5,a
ITGB8,ITGB4,a
ITGB8,ITGB3,a
JUN,CCND2,a
JUN,CCND1,a
JUN,CCND3,a
KDR,SHC3,a
KDR,SHC1,a
KDR,SHC2,a
KDR,SHC4,a
KDR,PTK2,a
KDR,PDGFRA,a
KDR,FGR,a
KDR,TNK2,a
KDR,MET,a
KDR,FLT1,a
KDR,ERBB2,a
KDR,TXK,a
KDR,TESK2,a
KDR,SRMS,a
KDR,PDGFRB,a
KDR,TNK1,a
KDR,HCK,a
KDR,BLK,a
KDR,IGF1R,a
KDR,STYK1,a
KDR,EGFR,a
KDR,PTK6,a
LAMA1,COL1A1,a
LAMA1,VTN,a
LAMA1,THBS3,a
LAMA1,COL4A4,a
LAMA1,THBS1,a
LAMA1,THBS4,a
LAMA1,LAMA2,a
LAMA1,TNR,a
LAMA1,RELN,a
LAMA1,IBSP,a
LAMA1,SPP1,a
LAMA1,COL6A2,a
LAMA1,LAMA5,a
LAMA1,LAMB1,a
LAMA1,CHAD,a
LAMA1,COMP,a
LAMA1,TNC,a
LAMA1,LAMC3,a
LAMA1,LAMB2,a
LAMA1,LAMA3,a
LAMA1,COL4A2,a
LAMA1,COL1A2,a
LAMA1,COL5A3,a
LAMA1,LAMA4,a
LAMA1,COL2A1,a
LAMA1,LAMB3,a
LAMA1,COL5A2,a
LAMA1,COL4A6,a
LAMA1,THBS2,a
LAMA1,LAMC1,a
LAMA1,FN1,a
LAMA1,LAMC2,a
LAMA1,TNN,a
LAMA1,TNXB,a
LAMA1,VWF,a
LAMA1,COL4A1,a
LAMA2,LAMA1,a
LAMA2,COL1A1,a
LAMA2,VTN,a
LAMA2,THBS3,a
LAMA2,COL4A4,a
LAMA2,THBS1,a
LAMA2,THBS4,a
LAMA2,TNR,a
LAMA2,RELN,a
LAMA2,IBSP,a
LAMA2,SPP1,a
LAMA2,COL6A2,a
LAMA2,LAMA5,a
LAMA2,LAMB1,a
LAMA2,CHAD,a
LAMA2,COMP,a
LAMA2,TNC,a
LAMA2,LAMC3,a
LAMA2,LAMB2,a
LAMA2,LAMA3,a
LAMA2,COL4A2,a
LAMA2,COL1A2,a
LAMA2,COL5A3,a
LAMA2,LAMA4,a
LAMA2,COL2A1,a
LAMA2,LAMB3,a
LAMA2,COL5A2,a
LAMA2,COL4A6,a
LAMA2,THBS2,a
LAMA2,LAMC1,a
LAMA2,FN1,a
LAMA2,LAMC2,a
LAMA2,TNN,a
LAMA2,TNXB,a
LAMA2,VWF,a
LAMA2,COL4A1,a
LAMA3,LAMA1,a
LAMA3,COL1A1,a
LAMA3,VTN,a
LAMA3,THBS3,a
LAMA3,COL4A4,a
LAMA3,THBS1,a
LAMA3,THBS4,a
LAMA3,LAMA2,a
LAMA3,TNR,a
LAMA3,RELN,a
LAMA3,IBSP,a
LAMA3,SPP1,a
LAMA3,COL6A2,a
LAMA3,LAMA5,a
LAMA3,LAMB1,a
LAMA3,CHAD,a
LAMA3,COMP,a
LAMA3,TNC,a
LAMA3,LAMC3,a
LAMA3,LAMB2,a
LAMA3,COL4A2,a
LAMA3,COL1A2,a
LAMA3,COL5A3,a
LAMA3,LAMA4,a
LAMA3,COL2A1,a
LAMA3,LAMB3,a
LAMA3,COL5A2,a
LAMA3,COL4A6,a
LAMA3,THBS2,a
LAMA3,LAMC1,a
LAMA3,FN1,a
LAMA3,LAMC2,a
LAMA3,TNN,a
LAMA3,TNXB,a
LAMA3,VWF,a
LAMA3,COL4A1,a
LAMA4,LAMA1,a
LAMA4,COL1A1,a
LAMA4,VTN,a
LAMA4,THBS3,a
LAMA4,COL4A4,a
LAMA4,THBS1,a
LAMA4,THBS4,a
LAMA4,LAMA2,a
LAMA4,TNR,a
LAMA4,RELN,a
LAMA4,IBSP,a
LAMA4,SPP1,a
LAMA4,COL6A2,a
LAMA4,LAMA5,a
LAMA4,LAMB1,a
LAMA4,CHAD,a
LAMA4,COMP,a
LAMA4,TNC,a
LAMA4,LAMC3,a
LAMA4,LAMB2,a
LAMA4,LAMA3,a
LAMA4,COL4A2,a
LAMA4,COL1A2,a
LAMA4,COL5A3,a
LAMA4,COL2A1,a
LAMA4,LAMB3,a
LAMA4,COL5A2,a
LAMA4,COL4A6,a
LAMA4,THBS2,a
LAMA4,LAMC1,a
LAMA4,FN1,a
LAMA4,LAMC2,a
LAMA4,TNN,a
LAMA4,TNXB,a
LAMA4,VWF,a
LAMA4,COL4A1,a
LAMA5,LAMA1,a
LAMA5,COL1A1,a
LAMA5,VTN,a
LAMA5,THBS3,a
LAMA5,COL4A4,a
LAMA5,THBS1,a
LAMA5,THBS4,a
LAMA5,LAMA2,a
LAMA5,TNR,a
LAMA5,RELN,a
LAMA5,IBSP,a
LAMA5,SPP1,a
LAMA5,COL6A2,a
LAMA5,LAMB1,a
LAMA5,CHAD,a
LAMA5,COMP,a
LAMA5,TNC,a
LAMA5,LAMC3,a
LAMA5,LAMB2,a
LAMA5,LAMA3,a
LAMA5,COL4A2,a
LAMA5,COL1A2,a
LAMA5,COL5A3,a
LAMA5,LAMA4,a
LAMA5,COL2A1,a
LAMA5,LAMB3,a
LAMA5,COL5A2,a
LAMA5,COL4A6,a
LAMA5,THBS2,a
LAMA5,LAMC1,a
LAMA5,FN1,a
LAMA5,LAMC2,a
LAMA5,TNN,a
LAMA5,TNXB,a
LAMA5,VWF,a
LAMA5,COL4A1,a
LAMB1,LAMA1,a
LAMB1,COL1A1,a
LAMB1,VTN,a
LAMB1,THBS3,a
LAMB1,COL4A4,a
LAMB1,THBS1,a
LAMB1,THBS4,a
LAMB1,LAMA2,a
LAMB1,TNR,a
LAMB1,RELN,a
LAMB1,IBSP,a
LAMB1,SPP1,a
LAMB1,COL6A2,a
LAMB1,LAMA5,a
LAMB1,CHAD,a
LAMB1,COMP,a
LAMB1,TNC,a
LAMB1,LAMC3,a
LAMB1,LAMB2,a
LAMB1,LAMA3,a
LAMB1,COL4A2,a
LAMB1,COL1A2,a
LAMB1,COL5A3,a
LAMB1,LAMA4,a
LAMB1,COL2A1,a
LAMB1,LAMB3,a
LAMB1,COL5A2,a
LAMB1,COL4A6,a
LAMB1,THBS2,a
LAMB1,LAMC1,a
LAMB1,FN1,a
LAMB1,LAMC2,a
LAMB1,TNN,a
LAMB1,TNXB,a
LAMB1,VWF,a
LAMB1,COL4A1,a
LAMB2,LAMA1,a
LAMB2,COL1A1,a
LAMB2,VTN,a
LAMB2,THBS3,a
LAMB2,COL4A4,a
LAMB2,THBS1,a
LAMB2,THBS4,a
LAMB2,LAMA2,a
LAMB2,TNR,a
LAMB2,RELN,a
LAMB2,IBSP,a
LAMB2,SPP1,a
LAMB2,COL6A2,a
LAMB2,LAMA5,a
LAMB2,LAMB1,a
LAMB2,CHAD,a
LAMB2,COMP,a
LAMB2,TNC,a
LAMB2,LAMC3,a
LAMB2,LAMA3,a
LAMB2,COL4A2,a
LAMB2,COL1A2,a
LAMB2,COL5A3,a
LAMB2,LAMA4,a
LAMB2,COL2A1,a
LAMB2,LAMB3,a
LAMB2,COL5A2,a
LAMB2,COL4A6,a
LAMB2,THBS2,a
LAMB2,LAMC1,a
LAMB2,FN1,a
LAMB2,LAMC2,a
LAMB2,TNN,a
LAMB2,TNXB,a
LAMB2,VWF,a
LAMB2,COL4A1,a
LAMB3,LAMA1,a
LAMB3,COL1A1,a
LAMB3,VTN,a
LAMB3,THBS3,a
LAMB3,COL4A4,a
LAMB3,THBS1,a
LAMB3,THBS4,a
LAMB3,LAMA2,a
LAMB3,TNR,a
LAMB3,RELN,a
LAMB3,IBSP,a
LAMB3,SPP1,a
LAMB3,COL6A2,a
LAMB3,LAMA5,a
LAMB3,LAMB1,a
LAMB3,CHAD,a
LAMB3,COMP,a
LAMB3,TNC,a
LAMB3,LAMC3,a
LAMB3,LAMB2,a
LAMB3,LAMA3,a
LAMB3,COL4A2,a
LAMB3,COL1A2,a
LAMB3,COL5A3,a
LAMB3,LAMA4,a
LAMB3,COL2A1,a
LAMB3,COL5A2,a
LAMB3,COL4A6,a
LAMB3,THBS2,a
LAMB3,LAMC1,a
LAMB3,FN1,a
LAMB3,LAMC2,a
LAMB3,TNN,a
LAMB3,TNXB,a
LAMB3,VWF,a
LAMB3,COL4A1,a
LAMC1,LAMA1,a
LAMC1,COL1A1,a
LAMC1,VTN,a
LAMC1,THBS3,a
LAMC1,COL4A4,a
LAMC1,THBS1,a
LAMC1,THBS4,a
LAMC1,LAMA2,a
LAMC1,TNR,a
LAMC1,RELN,a
LAMC1,IBSP,a
LAMC1,SPP1,a
LAMC1,COL6A2,a
LAMC1,LAMA5,a
LAMC1,LAMB1,a
LAMC1,CHAD,a
LAMC1,COMP,a
LAMC1,TNC,a
LAMC1,LAMC3,a
LAMC1,LAMB2,a
LAMC1,LAMA3,a
LAMC1,COL4A2,a
LAMC1,COL1A2,a
LAMC1,COL5A3,a
LAMC1,LAMA4,a
LAMC1,COL2A1,a
LAMC1,LAMB3,a
LAMC1,COL5A2,a
LAMC1,COL4A6,a
LAMC1,THBS2,a
LAMC1,FN1,a
LAMC1,LAMC2,a
LAMC1,TNN,a
LAMC1,TNXB,a
LAMC1,VWF,a
LAMC1,COL4A1,a
LAMC2,LAMA1,a
LAMC2,COL1A1,a
LAMC2,VTN,a
LAMC2,THBS3,a
LAMC2,COL4A4,a
LAMC2,THBS1,a
LAMC2,THBS4,a
LAMC2,LAMA2,a
LAMC2,TNR,a
LAMC2,RELN,a
LAMC2,IBSP,a
LAMC2,SPP1,a
LAMC2,COL6A2,a
LAMC2,LAMA5,a
LAMC2,LAMB1,a
LAMC2,CHAD,a
LAMC2,COMP,a
LAMC2,TNC,a
LAMC2,LAMC3,a
LAMC2,LAMB2,a
LAMC2,LAMA3,a
LAMC2,COL4A2,a
LAMC2,COL1A2,a
LAMC2,COL5A3,a
LAMC2,LAMA4,a
LAMC2,COL2A1,a
LAMC2,LAMB3,a
LAMC2,COL5A2,a
LAMC2,COL4A6,a
LAMC2,THBS2,a
LAMC2,LAMC1,a
LAMC2,FN1,a
LAMC2,TNN,a
LAMC2,TNXB,a
LAMC2,VWF,a
LAMC2,COL4A1,a
LAMC3,LAMA1,a
LAMC3,COL1A1,a
LAMC3,VTN,a
LAMC3,THBS3,a
LAMC3,COL4A4,a
LAMC3,THBS1,a
LAMC3,THBS4,a
LAMC3,LAMA2,a
LAMC3,TNR,a
LAMC3,RELN,a
LAMC3,IBSP,a
LAMC3,SPP1,a
LAMC3,COL6A2,a
LAMC3,LAMA5,a
LAMC3,LAMB1,a
LAMC3,CHAD,a
LAMC3,COMP,a
LAMC3,TNC,a
LAMC3,LAMB2,a
LAMC3,LAMA3,a
LAMC3,COL4A2,a
LAMC3,COL1A2,a
LAMC3,COL5A3,a
LAMC3,LAMA4,a
LAMC3,COL2A1,a
LAMC3,LAMB3,a
LAMC3,COL5A2,a
LAMC3,COL4A6,a
LAMC3,THBS2,a
LAMC3,LAMC1,a
LAMC3,FN1,a
LAMC3,LAMC2,a
LAMC3,TNN,a
LAMC3,TNXB,a
LAMC3,VWF,a
LAMC3,COL4A1,a
MAP2K1,BAD,i
MAP2K1,MAPK3,a
MAP2K1,MAPK1,a
MAPK1,ELK1,a
MAPK1,BCL2,a
MAPK1,MAPK3,a
MAPK10,JUN,a
MAPK10,MAPK8,a
MAPK10,MAPK9,a
MAPK3,ELK1,a
MAPK3,BCL2,a
MAPK3,MAPK1,a
MAPK8,JUN,a
MAPK8,MAPK9,a
MAPK8,MAPK10,a
MAPK9,JUN,a
MAPK9,MAPK8,a
MAPK9,MAPK10,a
MET,SHC3,a
MET,SHC1,a
MET,SHC2,a
MET,SHC4,a
MET,PTK2,a
MET,PDGFRA,a
MET,FGR,a
MET,TNK2,a
MET,KDR,a
MET,FLT1,a
MET,ERBB2,a
MET,TXK,a
MET,TESK2,a
MET,SRMS,a
MET,PDGFRB,a
MET,TNK1,a
MET,HCK,a
MET,BLK,a
MET,IGF1R,a
MET,STYK1,a
MET,EGFR,a
MET,PTK6,a
MYL10,ACTB,a
MYL10,ACTG1,a
MYL10,MYL5,a
MYL10,MYL7,a
MYL10,MYL12A,a
MYL10,MYL12B,a
MYL10,MYL2,a
MYL10,MYL9,a
MYL10,MYLPF,a
MYL12A,ACTB,a
MYL12A,ACTG1,a
MYL12A,MYL5,a
MYL12A,MYL7,a
MYL12A,MYL10,a
MYL12A,MYL12B,a
MYL12A,MYL2,a
MYL12A,MYL9,a
MYL12A,MYLPF,a
MYL12B,ACTB,a
MYL12B,ACTG1,a
MYL12B,MYL5,a
MYL12B,MYL7,a
MYL12B,MYL10,a
MYL12B,MYL12A,a
MYL12B,MYL2,a
MYL12B,MYL9,a
MYL12B,MYLPF,a
MYL2,ACTB,a
MYL2,ACTG1,a
MYL2,MYL5,a
MYL2,MYL7,a
MYL2,MYL10,a
MYL2,MYL12A,a
MYL2,MYL12B,a
MYL2,MYL9,a
MYL2,MYLPF,a
MYL5,ACTB,a
MYL5,ACTG1,a
MYL5,MYL7,a
MYL5,MYL10,a
MYL5,MYL12A,a
MYL5,MYL12B,a
MYL5,MYL2,a
MYL5,MYL9,a
MYL5,MYLPF,a
MYL7,ACTB,a
MYL7,ACTG1,a
MYL7,MYL5,a
MYL7,MYL10,a
MYL7,MYL12A,a
MYL7,MYL12B,a
MYL7,MYL2,a
MYL7,MYL9,a
MYL7,MYLPF,a
MYL9,ACTB,a
MYL9,ACTG1,a
MYL9,MYL5,a
MYL9,MYL7,a
MYL9,MYL10,a
MYL9,MYL12A,a
MYL9,MYL12B,a
MYL9,MYL2,a
MYL9,MYLPF,a
MYLK,MYL5,a
MYLK,MYL7,a
MYLK,MYL10,a
MYLK,MYL12A,a
MYLK,MYL12B,a
MYLK,MYL2,a
MYLK,MYL9,a
MYLK,MYLPF,a
MYLK,MYLK2,a
MYLK,MYLK3,a
MYLK,MYLK4,a
MYLK2,MYL5,a
MYLK2,MYL7,a
MYLK2,MYL10,a
MYLK2,MYL12A,a
MYLK2,MYL12B,a
MYLK2,MYL2,a
MYLK2,MYL9,a
MYLK2,MYLPF,a
MYLK2,MYLK,a
MYLK2,MYLK3,a
MYLK2,MYLK4,a
MYLK3,MYL5,a
MYLK3,MYL7,a
MYLK3,MYL10,a
MYLK3,MYL12A,a
MYLK3,MYL12B,a
MYLK3,MYL2,a
MYLK3,MYL9,a
MYLK3,MYLPF,a
MYLK3,MYLK,a
MYLK3,MYLK2,a
MYLK3,MYLK4,a
MYLK4,MYL5,a
MYLK4,MYL7,a
MYLK4,MYL10,a
MYLK4,MYL12A,a
MYLK4,MYL12B,a
MYLK4,MYL2,a
MYLK4,MYL9,a
MYLK4,MYLPF,a
MYLK4,MYLK,a
MYLK4,MYLK2,a
MYLK4,MYLK3,a
MYLPF,ACTB,a
MYLPF,ACTG1,a
MYLPF,MYL5,a
MYLPF,MYL7,a
MYLPF,MYL10,a
MYLPF,MYL12A,a
MYLPF,MYL12B,a
MYLPF,MYL2,a
MYLPF,MYL9,a
PAK1,MAP2K1,a
PAK1,RAF1,a
PAK1,MYLK,i
PAK1,MYLK2,i
PAK1,MYLK3,i
PAK1,MYLK4,i
PAK1,PAK3,a
PAK1,PAK6,a
PAK1,BUB1B-PAK6,a
PAK1,PAK4,a
PAK1,PAK2,a
PAK2,MAP2K1,a
PAK2,RAF1,a
PAK2,MYLK,i
PAK2,MYLK2,i
PAK2,MYLK3,i
PAK2,MYLK4,i
PAK2,PAK3,a
PAK2,PAK6,a
PAK2,BUB1B-PAK6,a
PAK2,PAK4,a
PAK2,PAK1,a
PAK3,MAP2K1,a
PAK3,RAF1,a
PAK3,MYLK,i
PAK3,MYLK2,i
PAK3,MYLK3,i
PAK3,MYLK4,i
PAK3,PAK6,a
PAK3,BUB1B-PAK6,a
PAK3,PAK4,a
PAK3,PAK1,a
PAK3,PAK2,a
PAK4,MAP2K1,a
PAK4,RAF1,a
PAK4,MYLK,i
PAK4,MYLK2,i
PAK4,MYLK3,i
PAK4,MYLK4,i
PAK4,PAK3,a
PAK4,PAK6,a
PAK4,BUB1B-PAK6,a
PAK4,PAK1,a
PAK4,PAK2,a
PAK6,MAP2K1,a
PAK6,RAF1,a
PAK6,MYLK,i
PAK6,MYLK2,i
PAK6,MYLK3,i
PAK6,MYLK4,i
PAK6,PAK3,a
PAK6,BUB1B-PAK6,a
PAK6,PAK4,a
PAK6,PAK1,a
PAK6,PAK2,a
PARVA,ACTB,u
PARVA,ACTG1,u
PARVA,PARVB,a
PARVA,VCL,a
PARVA,PARVG,a
PARVB,ACTB,u
PARVB,ACTG1,u
PARVB,VCL,a
PARVB,PARVA,a
PARVB,PARVG,a
PARVG,ACTB,u
PARVG,ACTG1,u
PARVG,PARVB,a
PARVG,VCL,a
PARVG,PARVA,a
PDGFA,PDGFRA,a
PDGFA,FGR,a
PDGFA,TNK2,a
PDGFA,MET,a
PDGFA,KDR,a
PDGFA,FLT1,a
PDGFA,ERBB2,a
PDGFA,TXK,a
PDGFA,TESK2,a
PDGFA,SRMS,a
PDGFA,PDGFRB,a
PDGFA,TNK1,a
PDGFA,HCK,a
PDGFA,BLK,a
PDGFA,IGF1R,a
PDGFA,STYK1,a
PDGFA,EGFR,a
PDGFA,PTK6,a
PDGFA,HGF,a
PDGFA,PDGFD,a
PDGFA,VEGF,a
PDGFA,FIGF,a
PDGFA,EGF,a
PDGFA,VEGFB,a
PDGFA,IGF1,a
PDGFA,PGF,a
PDGFA,PDGFC,a
PDGFA,VEGFC,a
PDGFA,PDGFB,a
PDGFB,PDGFRA,a
PDGFB,FGR,a
PDGFB,TNK2,a
PDGFB,MET,a
PDGFB,KDR,a
PDGFB,FLT1,a
PDGFB,ERBB2,a
PDGFB,TXK,a
PDGFB,TESK2,a
PDGFB,SRMS,a
PDGFB,PDGFRB,a
PDGFB,TNK1,a
PDGFB,HCK,a
PDGFB,BLK,a
PDGFB,IGF1R,a
PDGFB,STYK1,a
PDGFB,EGFR,a
PDGFB,PTK6,a
PDGFB,HGF,a
PDGFB,PDGFD,a
PDGFB,VEGF,a
PDGFB,FIGF,a
PDGFB,EGF,a
PDGFB,VEGFB,a
PDGFB,IGF1,a
PDGFB,PGF,a
PDGFB,PDGFA,a
PDGFB,PDGFC,a
PDGFB,VEGFC,a
PDGFC,PDGFRA,a
PDGFC,FGR,a
PDGFC,TNK2,a
PDGFC,MET,a
PDGFC,KDR,a
PDGFC,FLT1,a
PDGFC,ERBB2,a
PDGFC,TXK,a
PDGFC,TESK2,a
PDGFC,SRMS,a
PDGFC,PDGFRB,a
PDGFC,TNK1,a
PDGFC,HCK,a
PDGFC,BLK,a
PDGFC,IGF1R,a
PDGFC,STYK1,a
PDGFC,EGFR,a
PDGFC,PTK6,a
PDGFC,HGF,a
PDGFC,PDGFD,a
PDGFC,VEGF,a
PDGFC,FIGF,a
PDGFC,EGF,a
PDGFC,VEGFB,a
PDGFC,IGF1,a
PDGFC,PGF,a
PDGFC,PDGFA,a
PDGFC,VEGFC,a
PDGFC,PDGFB,a
PDGFD,PDGFRA,a
PDGFD,FGR,a
PDGFD,TNK2,a
PDGFD,MET,a
PDGFD,KDR,a
PDGFD,FLT1,a
PDGFD,ERBB2,a
PDGFD,TXK,a
PDGFD,TESK2,a
PDGFD,SRMS,a
PDGFD,PDGFRB,a
PDGFD,TNK1,a
PDGFD,HCK,a
PDGFD,BLK,a
PDGFD,IGF1R,a
PDGFD,STYK1,a
PDGFD,EGFR,a
PDGFD,PTK6,a
PDGFD,HGF,a
PDGFD,VEGF,a
PDGFD,FIGF,a
PDGFD,EGF,a
PDGFD,VEGFB,a
PDGFD,IGF1,a
PDGFD,PGF,a
PDGFD,PDGFA,a
PDGFD,PDGFC,a
PDGFD,VEGFC,a
PDGFD,PDGFB,a
PDGFRA,SHC3,a
PDGFRA,SHC1,a
PDGFRA,SHC2,a
PDGFRA,SHC4,a
PDGFRA,PTK2,a
PDGFRA,FGR,a
PDGFRA,TNK2,a
PDGFRA,MET,a
PDGFRA,KDR,a
PDGFRA,FLT1,a
PDGFRA,ERBB2,a
PDGFRA,TXK,a
PDGFRA,TESK2,a
PDGFRA,SRMS,a
PDGFRA,PDGFRB,a
PDGFRA,TNK1,a
PDGFRA,HCK,a
PDGFRA,BLK,a
PDGFRA,IGF1R,a
PDGFRA,STYK1,a
PDGFRA,EGFR,a
PDGFRA,PTK6,a
PDGFRB,SHC3,a
PDGFRB,SHC1,a
PDGFRB,SHC2,a
PDGFRB,SHC4,a
PDGFRB,PTK2,a
PDGFRB,PDGFRA,a
PDGFRB,FGR,a
PDGFRB,TNK2,a
PDGFRB,MET,a
PDGFRB,KDR,a
PDGFRB,FLT1,a
PDGFRB,ERBB2,a
PDGFRB,TXK,a
PDGFRB,TESK2,a
PDGFRB,SRMS,a
PDGFRB,TNK1,a
PDGFRB,HCK,a
PDGFRB,BLK,a
PDGFRB,IGF1R,a
PDGFRB,STYK1,a
PDGFRB,EGFR,a
PDGFRB,PTK6,a
PDPK1,AKT2,a
PDPK1,AKT1,a
PDPK1,AKT3,a
PGF,PDGFRA,a
PGF,FGR,a
PGF,TNK2,a
PGF,MET,a
PGF,KDR,a
PGF,FLT1,a
PGF,ERBB2,a
PGF,TXK,a
PGF,TESK2,a
PGF,SRMS,a
PGF,PDGFRB,a
PGF,TNK1,a
PGF,HCK,a
PGF,BLK,a
PGF,IGF1R,a
PGF,STYK1,a
PGF,EGFR,a
PGF,PTK6,a
PGF,HGF,a
PGF,PDGFD,a
PGF,VEGF,a
PGF,FIGF,a
PGF,EGF,a
PGF,VEGFB,a
PGF,IGF1,a
PGF,PDGFA,a
PGF,PDGFC,a
PGF,VEGFC,a
PGF,PDGFB,a
"PI3K-Akt
Signaling Pathway",Cell Survival,a
PIK3CA,PIP3,a
PIK3CA,PIK3R1,a
PIK3CA,PIK3R3,a
PIK3CA,PIK3R2,a
PIK3CA,PIK3CB,a
PIK3CA,PIK3CD,a
PIK3CB,PIP3,a
PIK3CB,PIK3R1,a
PIK3CB,PIK3R3,a
PIK3CB,PIK3R2,a
PIK3CB,PIK3CA,a
PIK3CB,PIK3CD,a
PIK3CD,PIP3,a
PIK3CD,PIK3R1,a
PIK3CD,PIK3R3,a
PIK3CD,PIK3R2,a
PIK3CD,PIK3CA,a
PIK3CD,PIK3CB,a
PIK3R1,PIP3,a
PIK3R1,PIK3R3,a
PIK3R1,PIK3R2,a
PIK3R1,PIK3CA,a
PIK3R1,PIK3CB,a
PIK3R1,PIK3CD,a
PIK3R2,PIP3,a
PIK3R2,PIK3R1,a
PIK3R2,PIK3R3,a
PIK3R2,PIK3CA,a
PIK3R2,PIK3CB,a
PIK3R2,PIK3CD,a
PIK3R3,PIP3,a
PIK3R3,PIK3R1,a
PIK3R3,PIK3R2,a
PIK3R3,PIK3CA,a
PIK3R3,PIK3CB,a
PIK3R3,PIK3CD,a
PIP2,VCL,a
PIP2,ACTB,a
PIP2,ACTG1,a
PIP3,VAV1,a
PIP3,VAV2,a
PIP3,VAV3,a
PIP3,ILK,a
PIP3,PDPK1,a
PIP3,AKT2,a
PIP3,AKT1,a
PIP3,AKT3,a
PIP5K1C,PIP2,a
PPP1CA,MYL5,i
PPP1CA,MYL7,i
PPP1CA,MYL10,i
PPP1CA,MYL12A,i
PPP1CA,MYL12B,i
PPP1CA,MYL2,i
PPP1CA,MYL9,i
PPP1CA,MYLPF,i
PPP1CA,PPP1R12A,a
PPP1CA,PPP1R12B,a
PPP1CA,PPP1R12C,a
PPP1CA,PPP1CB,a
PPP1CA,PPP1CC,a
PPP1CB,MYL5,i
PPP1CB,MYL7,i
PPP1CB,MYL10,i
PPP1CB,MYL12A,i
PPP1CB,MYL12B,i
PPP1CB,MYL2,i
PPP1CB,MYL9,i
PPP1CB,MYLPF,i
PPP1CB,PPP1R12A,a
PPP1CB,PPP1R12B,a
PPP1CB,PPP1R12C,a
PPP1CB,PPP1CA,a
PPP1CB,PPP1CC,a
PPP1CC,MYL5,i
PPP1CC,MYL7,i
PPP1CC,MYL10,i
PPP1CC,MYL12A,i
PPP1CC,MYL12B,i
PPP1CC,MYL2,i
PPP1CC,MYL9,i
PPP1CC,MYLPF,i
PPP1CC,PPP1R12A,a
PPP1CC,PPP1R12B,a
PPP1CC,PPP1R12C,a
PPP1CC,PPP1CA,a
PPP1CC,PPP1CB,a
PPP1CC,PPP1CC,a
PPP1R12A,MYL5,i
PPP1R12A,MYL7,i
PPP1R12A,MYL10,i
PPP1R12A,MYL12A,i
PPP1R12A,MYL12B,i
PPP1R12A,MYL2,i
PPP1R12A,MYL9,i
PPP1R12A,MYLPF,i
PPP1R12A,PPP1R12B,a
PPP1R12A,PPP1R12C,a
PPP1R12A,PPP1CA,a
PPP1R12A,PPP1CB,a
PPP1R12A,PPP1CC,a
PPP1R12B,MYL5,i
PPP1R12B,MYL7,i
PPP1R12B,MYL10,i
PPP1R12B,MYL12A,i
PPP1R12B,MYL12B,i
PPP1R12B,MYL2,i
PPP1R12B,MYL9,i
PPP1R12B,MYLPF,i
PPP1R12B,PPP1R12A,a
PPP1R12B,PPP1R12C,a
PPP1R12B,PPP1CA,a
PPP1R12B,PPP1CB,a
PPP1R12B,PPP1CC,a
PPP1R12C,MYL5,i
PPP1R12C,MYL7,i
PPP1R12C,MYL10,i
PPP1R12C,MYL12A,i
PPP1R12C,MYL12B,i
PPP1R12C,MYL2,i
PPP1R12C,MYL9,i
PPP1R12C,MYLPF,i
PPP1R12C,PPP1R12A,a
PPP1R12C,PPP1R12B,a
PPP1R12C,PPP1CA,a
PPP1R12C,PPP1CB,a
PPP1R12C,PPP1CC,a
PRKCA,PTK2,a
PRKCA,PRKCB,a
PRKCA,PRKCG,a
PRKCB,PTK2,a
PRKCB,PRKCA,a
PRKCB,PRKCG,a
PRKCG,PTK2,a
PRKCG,PRKCA,a
PRKCG,PRKCB,a
PTEN,PTK2,i
PTEN,PIP3,i
PTK2,GRB2,a
PTK2,BCAR1,a
PTK2,RASGRF1,a
PTK2,PXN,a
PTK2,SRC,a
PTK2,CAPN2,a
PTK2,SHC3,a
PTK2,SHC1,a
PTK2,SHC2,a
PTK2,SHC4,a
PTK2,PIK3R1,a
PTK2,PIK3R3,a
PTK2,PIK3R2,a
PTK2,PIK3CA,a
PTK2,PIK3CB,a
PTK2,PIK3CD,a
PTK6,SHC3,a
PTK6,SHC1,a
PTK6,SHC2,a
PTK6,SHC4,a
PTK6,PTK2,a
PTK6,PDGFRA,a
PTK6,FGR,a
PTK6,TNK2,a
PTK6,MET,a
PTK6,KDR,a
PTK6,FLT1,a
PTK6,ERBB2,a
PTK6,TXK,a
PTK6,TESK2,a
PTK6,SRMS,a
PTK6,PDGFRB,a
PTK6,TNK1,a
PTK6,HCK,a
PTK6,BLK,a
PTK6,IGF1R,a
PTK6,STYK1,a
PTK6,EGFR,a
PXN,ACTB,a
PXN,ACTG1,a
PXN,FLNA,a
PXN,ACTN4,a
PXN,TLN1,a
PXN,ACTN1,a
PXN,FLNB,a
PXN,FLNC,a
PXN,TLN2,a
RAC1,PAK3,a
RAC1,PAK6,a
RAC1,BUB1B-PAK6,a
RAC1,PAK4,a
RAC1,PAK1,a
RAC1,PAK2,a
RAC1,ACTG1,a
RAC1,RAC3,a
RAC1,RAC2,a
RAC2,PAK3,a
RAC2,PAK6,a
